Word	CEFR	Part of Speech
credible	“C2”	Adjective
counteract	“C2”	Verb
coordination	“C2”	Noun
consciously	“C2”	Adverb
conquer	“C2”	Verb
coalition	“C2”	Noun
catastrophe	“C2”	Noun
bureaucratic	“C2”	Adjective
betray	“C2”	Verb
betrayal	“C2”	Noun
avenue	“C2”	Noun
autonomous	“C2”	Adjective
apparatus	“C2”	Noun
aggression	“C2”	Noun
aesthetic	“C2”	Adjective
academy	“C2”	Noun
abundant	“C2”	Adjective
youthful	“C2”	Adjective
worsen	“C2”	Verb
witch	“C2”	Noun
void	“C2”	Noun
vaccine	“C2”	Noun
infect	“C2”	Verb
utmost	“C2”	Noun
unjust	“C2”	Adjective
unexpectedly	“C2”	Adverb
unequivocal	“C2”	Adjective
unconscious	“C2”	Adjective
unanimous	“C2”	Adjective
treaty	“C2”	Noun
tread	“C2”	Verb
tire	“C2”	Verb
theoretically	“C2”	Adverb
theological	“C2”	Adjective
territorial	“C2”	Adjective
terrestrial	“C2”	Adjective
tease	“C2”	Verb
taxation	“C2”	Noun
tactical	“C2”	Adjective
surrounding	“C2”	Adjective
surrender	“C2”	Verb
supreme	“C2”	Adjective
superiority	“C2”	Noun
suburb	“C2”	Noun
stride	“C2”	Verb
stimulus	“C2”	Noun
statute	“C2”	Noun
staircase	“C2”	Noun
stadium	“C2”	Noun
spouse	“C2”	Noun
spontaneous	“C2”	Adjective
spontaneously	“C2”	Adverb
spectacle	“C2”	Noun
specialty	“C2”	Noun
specialised	“C2”	Adjective
sovereignty	“C2”	Noun
sorrow	“C2”	Noun
so-called	“C2”	Adjective
simplicity	“C2”	Noun
semester	“C2”	Noun
sanction	“C2”	Noun
roam	“C2”	Verb
rejoice	“C2”	Verb
rejection	“C2”	Noun
reinforcements	“C2”	Noun
regularity	“C2”	Noun
refrigerator	“C2”	Noun
redo	“C2”	Verb
reconciliation	“C2”	Noun
rage	“C2”	Noun
radically	“C2”	Adverb
pyramid	“C2”	Noun
protagonist	“C2”	Noun
primitive	“C2”	Adjective
prey	“C2”	Noun
poetic	“C2”	Adjective
pitiful	“C2”	Adjective
persecution	“C2”	Noun
perpetrator	“C2”	Noun
pedestrian	“C2”	Noun
pearl	“C2”	Noun
paradox	“C2”	Noun
overthrow	“C2”	Verb
optimism	“C2”	Noun
optimal	“C2”	Adjective
oppression	“C2”	Noun
openness	“C2”	Noun
nucleus	“C2”	Noun
novelty	“C2”	Noun
notebook	“C2”	Noun
morally	“C2”	Adverb
fatigue	“C2”	Noun
militant	“C2”	Adjective
mentality	“C2”	Noun
maternal	“C2”	Adjective
luxurious	“C2”	Adjective
loneliness	“C2”	Noun
lighten	“C2”	Verb
liberate	“C2”	Verb
knot	“C2”	Noun
judicial	“C2”	Adjective
interruption	“C2”	Noun
federation	“C2”	Noun
continuation	“C2”	Noun
congress	“C2”	Noun
warrior	“C2”	Noun
tribe	“C2”	Noun
solidarity	“C2”	Noun
saw	“C2”	Noun
prophet	“C2”	Noun
prestige	“C2”	Noun
pope	“C2”	Noun
injustice	“C2”	Noun
forehead	“C2”	Noun
epoch	“C2”	Noun
emperor	“C2”	Noun
dependence	“C2”	Noun
cannon	“C2”	Noun
tremble	“C2”	Verb
transmission	“C2”	Noun
torment	“C2”	Verb
surpass	“C2”	Verb
shield	“C2”	Verb
seriousness	“C2”	Noun
salon	“C2”	Noun
republic	“C2”	Noun
pronunciation	“C2”	Noun
prohibition	“C2”	Noun
pedagogical	“C2”	Adjective
peasant	“C2”	Noun
organizer	“C2”	Noun
naive	“C2”	Adjective
monetary	“C2”	Adjective
monastery	“C2”	Noun
knight	“C2”	Noun
kindness	“C2”	Noun
interlocutor	“C2”	Noun
heavenly	“C2”	Adverb
financing	“C2”	Noun
eternity	“C2”	Noun
deviation	“C2”	Noun
delegation	“C2”	Noun
decree	“C2”	Noun
commissioner	“C2”	Noun
binding	“C2”	Adjective
battalion	“C2”	Noun
axis	“C2”	Noun
authorship	“C2”	Noun
arabic	“C2”	Noun
altar	“C2”	Noun
accomplishment	“C2”	Noun
wounded	“C2”	Adjective
wanted	“C2”	Adjective
usefulness	“C2”	Noun
sect	“C2”	Noun
rite	“C2”	Noun
riddle	“C2”	Noun
revolt	“C2”	Noun
respected	“C2”	Adjective
profitability	“C2”	Noun
pious	“C2”	Adjective
penetrate	“C2”	Verb
passing	“C2”	Adjective
ordinance	“C2”	Noun
oneself	“C2”	Pronoun
modernisation	“C2”	Noun
massacre	“C2”	Noun
longing	“C2”	Noun
long-lasting	“C2”	Adjective
liquidate	“C2”	Verb
linguistic	“C2”	Adjective
legislator	“C2”	Noun
journalistic	“C2”	Adjective
jerk	“C2”	Noun
interrogation	“C2”	Noun
insignificant	“C2”	Adjective
innumerable	“C2”	Adjective
inclination	“C2”	Noun
inauguration	“C2”	Noun
imprison	“C2”	Verb
immortal	“C2”	Adjective
imitate	“C2”	Verb
ignorant	“C2”	Adjective
ideological	“C2”	Adjective
governmental	“C2”	Adjective
glue	“C2”	Noun
genocide	“C2”	Noun
galaxy	“C2”	Noun
fusion	“C2”	Noun
frank	“C2”	Adjective
fortress	“C2”	Noun
formulation	“C2”	Noun
forgiveness	“C2”	Noun
flock	“C2”	Noun
fixed	“C2”	Adjective
fist	“C2”	Noun
fake	“C2”	Adjective
failed	“C2”	Adjective
facilitation	“C2”	Noun
extraction	“C2”	Noun
eve	“C2”	Noun
entrust	“C2”	Verb
energetic	“C2”	Adjective
embryo	“C2”	Noun
electoral	“C2”	Adjective
educated	“C2”	Adjective
economist	“C2”	Noun
economical	“C2”	Adjective
drastic	“C2”	Adjective
domicile	“C2”	Noun
doctorate	“C2”	Noun
dispatch	“C2”	Verb
diplomatic	“C2”	Adjective
diplomacy	“C2”	Noun
diligently	“C2”	Adverb
dialect	“C2”	Noun
developed	“C2”	Adjective
descendant	“C2”	Noun
dense	“C2”	Adjective
demonstrator	“C2”	Noun
deliberation	“C2”	Noun
defensive	“C2”	Adjective
deduction	“C2”	Noun
dean	“C2”	Noun
cult	“C2”	Noun
crossing	“C2”	Noun
corps	“C2”	Noun
coordinator	“C2”	Noun
conspiracy	“C2”	Noun
conquest	“C2”	Noun
confrontation	“C2”	Noun
confiscation	“C2”	Noun
conductor	“C2”	Noun
comrade	“C2”	Noun
comprehend	“C2”	Verb
competitiveness	“C2”	Noun
coming	“C2”	Adjective
colonel	“C2”	Noun
collide	“C2”	Verb
civic	“C2”	Adjective
chess	“C2”	Noun
certification	“C2”	Noun
censorship	“C2”	Noun
capitalistic	“C2”	Adjective
canteen	“C2”	Noun
bureaucracy	“C2”	Noun
bundle	“C2”	Noun
breakthrough	“C2”	Noun
bilateral	“C2”	Adjective
basement	“C2”	Noun
baptism	“C2”	Noun
bandit	“C2”	Noun
atom	“C2”	Noun
arouse	“C2”	Verb
applause	“C2”	Noun
applaud	“C2”	Verb
apostle	“C2”	Noun
antique	“C2”	Noun
antique	“C2”	Adjective
accustomed	“C2”	Adjective
accusation	“C2”	Noun
abstain	“C2”	Verb
above-mentioned	“C2”	Adjective
abortion	“C2”	Noun
wording	“C2”	Noun
womb	“C2”	Noun
willingly	“C2”	Adverb
whim	“C2”	Noun
voluntarily	“C2”	Adverb
vodka	“C2”	Noun
visibility	“C2”	Noun
vile	“C2”	Adjective
vicinity	“C2”	Noun
vice	“C2”	Noun
veto	“C2”	Noun
veil	“C2”	Noun
variant	“C2”	Noun
valuation	“C2”	Noun
utilisation	“C2”	Noun
urine	“C2”	Noun
uprising	“C2”	Noun
upbringing	“C2”	Noun
untie	“C2”	Verb
unitary	“C2”	Adjective
uninteresting	“C2”	Adjective
unify	“C2”	Verb
unfamiliar	“C2”	Adjective
underestimate	“C2”	Verb
unavoidable	“C2”	Adjective
unanimously	“C2”	Adverb
twelfth	“C2”	Number
troublesome	“C2”	Adjective
troll	“C2”	Noun
transit	“C2”	Noun
toxic	“C2”	Adjective
totalitarian	“C2”	Adjective
toss	“C2”	Verb
torch	“C2”	Noun
tint	“C2”	Noun
tightly	“C2”	Adverb
threatening	“C2”	Adjective
thirst	“C2”	Noun
thigh	“C2”	Noun
thickness	“C2”	Noun
theologian	“C2”	Noun
thematic	“C2”	Adjective
testify	“C2”	Verb
testament	“C2”	Noun
temporal	“C2”	Adjective
telecommunications	“C2”	Noun
technician	“C2”	Noun
taxpayer	“C2”	Noun
tasteless	“C2”	Adjective
tame	“C2”	Adjective
systematically	“C2”	Adverb
synthetic	“C2”	Adjective
superficial	“C2”	Adjective
sunrise	“C2”	Noun
subtract	“C2”	Verb
substitution	“C2”	Noun
subsistence	“C2”	Noun
subordinate	“C2”	Verb
stumble	“C2”	Verb
stronghold	“C2”	Noun
stripe	“C2”	Noun
stove	“C2”	Noun
stormy	“C2”	Adjective
stereotype	“C2”	Noun
spy	“C2”	Noun
speculate	“C2”	Verb
specificity	“C2”	Noun
sow	“C2”	Verb
sociable	“C2”	Adjective
slavery	“C2”	Noun
sincerely	“C2”	Adverb
simultaneous	“C2”	Adjective
silk	“C2”	Noun
shipyard	“C2”	Noun
shipping	“C2”	Noun
sheath	“C2”	Noun
sharply	“C2”	Adverb
sharpen	“C2”	Verb
sexuality	“C2”	Noun
sermon	“C2”	Noun
serenity	“C2”	Noun
sequential	“C2”	Adjective
sensational	“C2”	Adjective
sender	“C2”	Noun
senate	“C2”	Noun
self-government	“C2”	Noun
seizure	“C2”	Noun
secretly	“C2”	Adverb
seafood	“C2”	Noun
scout	“C2”	Noun
scooter	“C2”	Noun
scold	“C2”	Verb
scientifically	“C2”	Adverb
sceptical	“C2”	Adverb
saying	“C2”	Noun
saviour	“C2”	Noun
sanitary	“C2”	Adjective
salty	“C2”	Adjective
salesperson	“C2”	Noun
sailor	“C2”	Noun
rupture	“C2”	Noun
robot	“C2”	Noun
robber	“C2”	Noun
roast	“C2”	Verb
revoke	“C2”	Verb
revival	“C2”	Noun
restructuring	“C2”	Noun
residual	“C2”	Adjective
repeated	“C2”	Adjective
repay	“C2”	Verb
renovation	“C2”	Noun
renovate	“C2”	Verb
refuge	“C2”	Noun
rediscover	“C2”	Verb
redeem	“C2”	Verb
rector	“C2”	Noun
reconcile	“C2”	Verb
reciprocal	“C2”	Adjective
received	“C2”	Adjective
readiness	“C2”	Noun
reactor	“C2”	Noun
raised	“C2”	Adjective
radius	“C2”	Noun
radiate	“C2”	Verb
racist	“C2”	Adjective
racist	“C2”	Noun
quota	“C2”	Noun
questioning	“C2”	Noun
purposeful	“C2”	Adjective
puppy	“C2”	Noun
psychic	“C2”	Adjective
psychiatric	“C2”	Adjective
provincial	“C2”	Adjective
prostitute	“C2”	Noun
prosper	“C2”	Verb
prose	“C2”	Noun
probe	“C2”	Verb
probable	“C2”	
privatisation	“C2”	Noun
preventive	“C2”	
presidential	“C2”	
presidency	“C2”	Noun
prerequisite	“C2”	Noun
preparedness	“C2”	Noun
premise	“C2”	Noun
premiere	“C2”	Noun
prefecture	“C2”	Noun
precondition	“C2”	Noun
ponder	“C2”	Verb
pointer	“C2”	Noun
pistol	“C2”	Noun
pirate	“C2”	Noun
pine	“C2”	Noun
petroleum	“C2”	Noun
persecute	“C2”	Verb
periodically	“C2”	Adverb
peninsula	“C2”	Noun
patriotic	“C2”	Adjective
pathology	“C2”	Noun
pact	“C2”	Noun
outdoors	“C2”	Adverb
outburst	“C2”	Noun
orthodox	“C2”	Adjective
orphan	“C2”	Noun
orderly	“C2”	Adjective
orbit	“C2”	Verb
orbit	“C2”	Noun
optics	“C2”	Noun
offspring	“C2”	Noun
obsession	“C2”	Noun
observance	“C2”	Noun
obligatory	“C2”	Adjective
non-existent	“C2”	Adjective
node	“C2”	Noun
negatively	“C2”	Adverb
nationalism	“C2”	Noun
narrate	“C2”	Verb
nag	“C2”	Verb
mystic	“C2”	Adjective
multitude	“C2”	Noun
moustache	“C2”	Noun
mould	“C2”	Noun
mortal	“C2”	Adjective
morality	“C2”	Noun
mobilise	“C2”	Verb
mistress	“C2”	Noun
ministerial	“C2”	Adjective
metropolitan	“C2”	Adjective
metropolis	“C2”	Noun
metallic	“C2”	Adjective
messenger	“C2”	Noun
membrane	“C2”	Noun
mediator	“C2”	Noun
meaningless	“C2”	Adjective
maximal	“C2”	Adjective
maturity	“C2”	Noun
mast	“C2”	Noun
marking	“C2”	Noun
maritime	“C2”	Adjective
manoeuvre	“C2”	Noun
manoeuvre	“C2”	Verb
managerial	“C2”	Adjective
majesty	“C2”	Noun
mainland	“C2”	Noun
mafia	“C2”	Noun
lust	“C2”	Noun
luminous	“C2”	Adjective
logically	“C2”	Adverb
livestock	“C2”	Noun
literal	“C2”	Adjective
liquidation	“C2”	Noun
liberation	“C2”	Noun
levy	“C2”	Noun
lever	“C2”	Noun
lessen	“C2”	Verb
legitimacy	“C2”	Noun
lawful	“C2”	Adjective
laundry	“C2”	Noun
latitude	“C2”	Noun
lantern	“C2”	Noun
kiosk	“C2”	Noun
kindergarten	“C2”	Noun
justified	“C2”	Adjective
jealousy	“C2”	Noun
irritation	“C2”	Noun
irritate	“C2”	Verb
iranian	“C2”	Adjective
intuition	“C2”	Noun
intersection	“C2”	Noun
interpreter	“C2”	Noun
internally	“C2”	Adverb
intensify	“C2”	Verb
intellect	“C2”	Noun
insistence	“C2”	Noun
insertion	“C2”	Noun
inscription	“C2”	Noun
inquire	“C2”	Verb
infinite	“C2”	Adjective
individuality	“C2”	Noun
indifference	“C2”	Noun
increasing	“C2”	Adjective
inconvenience	“C2”	Noun
incapable	“C2”	Adjective
inaugurate	“C2”	Verb
imprisonment	“C2”	Noun
impossibility	“C2”	Noun
imperialism	“C2”	Noun
impede	“C2”	Verb
imbalance	“C2”	Noun
idol	“C2”	Noun
hypocrisy	“C2”	Noun
hurriedly	“C2”	Adverb
humble	“C2”	Adjective
hostage	“C2”	Noun
hospitable	“C2”	Adjective
honourable	“C2”	Adjective
honorary	“C2”	Adjective
homosexuality	“C2”	Noun
homosexual	“C2”	Noun
highway	“C2”	Noun
hesitation	“C2”	Noun
herd	“C2”	Noun
henceforth	“C2”	Adverb
hen	“C2”	Noun
heir	“C2”	Noun
headmaster	“C2”	Noun
haul	“C2”	Verb
hatred	“C2”	Noun
hasten	“C2”	Verb
hare	“C2”	Noun
hard-working	“C2”	Adjective
harassment	“C2”	Noun
hack	“C2”	Verb
habitual	“C2”	Adjective
gulf	“C2”	Noun
guideline	“C2”	Noun
grove	“C2”	Noun
graveyard	“C2”	Noun
graceful	“C2”	Adjective
gossip	“C2”	Verb
gossip	“C2”	Noun
goddess	“C2”	Noun
gloomy	“C2”	Adjective
gladly	“C2”	Adverb
given	“C2”	Adjective
gigantic	“C2”	Adjective
genetically	“C2”	Adverb
garment	“C2”	Noun
furnace	“C2”	Noun
fungus	“C2”	Noun
fulfilment	“C2”	Noun
fragrance	“C2”	Noun
fox	“C2”	Noun
fort	“C2”	Noun
formidable	“C2”	Adjective
forestall	“C2”	Verb
foresee	“C2”	Verb
foolish	“C2”	Adjective
fluctuation	“C2”	Noun
fisherman	“C2”	Noun
finnish	“C2”	Adjective
fierce	“C2”	Adjective
festive	“C2”	Adjective
feast	“C2”	Noun
fatty	“C2”	Adjective
fascinate	“C2”	Verb
farewell	“C2”	Noun
eyelid	“C2”	Noun
expulsion	“C2”	Noun
expressly	“C2”	Adverb
explosive	“C2”	Noun
explosive	“C2”	Adjective
expected	“C2”	Adjective
excursion	“C2”	Noun
exaggeration	“C2”	Noun
ex	“C2”	Noun
eternally	“C2”	Adverb
esteem	“C2”	Noun
escort	“C2”	Noun
err	“C2”	Verb
erotic	“C2”	Adjective
entrepreneurship	“C2”	Noun
entirety	“C2”	Noun
enormously	“C2”	Adverb
Englishman	“C2”	Noun
emit	“C2”	Verb
eleventh	“C2”	Number
elevator	“C2”	Noun
elementary	“C2”	Adjective
electronics	“C2”	Noun
ecology	“C2”	Noun
ecologist	“C2”	Noun
earthly	“C2”	Adjective
dynasty	“C2”	Noun
dumb	“C2”	Adjective
dragon	“C2”	Noun
dough	“C2”	Noun
doubtful	“C2”	Adjective
dodge	“C2”	Verb
disturbing	“C2”	Adjective
distrust	“C2”	Verb
dissolution	“C2”	Noun
disrupt	“C2”	Verb
disregard	“C2”	Verb
disregard	“C2”	Noun
disposition	“C2”	Noun
dismissal	“C2”	Noun
dislike	“C2”	Noun
dislike	“C2”	Verb
disconnect	“C2”	Verb
disassemble	“C2”	Verb
diplomat	“C2”	Noun
diocese	“C2”	Noun
dignified	“C2”	Adjective
didactic	“C2”	Adjective
developmental	“C2”	Adjective
detest	“C2”	Verb
determined	“C2”	Adjective
detention	“C2”	Noun
detachment	“C2”	Noun
designation	“C2”	Noun
deserving	“C2”	Adjective
denominate	“C2”	Verb
democrat	“C2”	Noun
demanding	“C2”	Adjective
deity	“C2”	Noun
defendant	“C2”	Noun
deepen	“C2”	Verb
decisive	“C2”	Adjective
deceive	“C2”	Verb
dam	“C2”	Noun
custody	“C2”	Noun
cultivation	“C2”	Noun
cultivate	“C2”	Verb
crow	“C2”	Noun
crooked	“C2”	Adjective
critique	“C2”	Noun
criminality	“C2”	Noun
craftsman	“C2”	Noun
courtyard	“C2”	Noun
courageous	“C2”	Adjective
coup	“C2”	Noun
counselling	“C2”	Noun
cosy	“C2”	Adjective
correspondingly	“C2”	Adverb
correspondent	“C2”	Noun
cork	“C2”	Noun
cordial	“C2”	Adjective
convincing	“C2”	Adjective
convinced	“C2”	Adjective
convene	“C2”	Verb
contradict	“C2”	Verb
contempt	“C2”	Noun
consul	“C2”	Noun
consecutive	“C2”	Adjective
connected	“C2”	Adjective
congratulations	“C2”	Exclamation
confused	“C2”	Adjective
condemnation	“C2”	Noun
concerning	“C2”	preposition
composed	“C2”	Adjective
compatriot	“C2”	Noun
compartment	“C2”	Noun
comparatively	“C2”	Adverb
commodity	“C2”	Noun
commerce	“C2”	Noun
commentator	“C2”	Noun
comb	“C2”	Noun
comb	“C2”	Verb
collision	“C2”	Noun
collaborator	“C2”	Noun
clown	“C2”	Noun
cleanliness	“C2”	Noun
civilisation	“C2”	Noun
civilian	“C2”	Noun
chronicle	“C2”	Noun
chin	“C2”	Noun
childish	“C2”	Adjective
cheat	“C2”	Verb
cellular	“C2”	Adjective
cellar	“C2”	Noun
cd	“C2”	Noun
cautious	“C2”	Adjective
cardinal	“C2”	Adjective
canvas	“C2”	Noun
candidacy	“C2”	Noun
cancellation	“C2”	Noun
bypass	“C2”	Noun
bulletin	“C2”	Noun
brightness	“C2”	Noun
bourgeois	“C2”	Adjective
boredom	“C2”	Noun
blogger	“C2”	Noun
bitterness	“C2”	Noun
beloved	“C2”	Adjective
beating	“C2”	Noun
bathe	“C2”	Verb
baptise	“C2”	Verb
bacteria	“C2”	Noun
bachelor	“C2”	Noun
awfully	“C2”	Adverb
authorisation	“C2”	Noun
austrian	“C2”	Adjective
attentive	“C2”	Adjective
atmospheric	“C2”	Adjective
atheist	“C2”	Noun
assertion	“C2”	Noun
asphalt	“C2”	Noun
ascertain	“C2”	Verb
archbishop	“C2”	Noun
arc	“C2”	Noun
aquarium	“C2”	Noun
apprentice	“C2”	Noun
applied	“C2”	Adjective
antiquity	“C2”	Noun
antenna	“C2”	Noun
anomaly	“C2”	Noun
annoy	“C2”	Verb
anecdote	“C2”	Noun
anchor	“C2”	Noun
analogy	“C2”	Noun
allotment	“C2”	Noun
allot	“C2”	Verb
allergy	“C2”	Noun
aggregate	“C2”	Noun
Africa	“C2”	Noun
adore	“C2”	Verb
addiction	“C2”	Noun
activation	“C2”	Noun
acquit	“C2”	Verb
acquaintance	“C2”	Noun
accepted	“C2”	Adjective
acceleration	“C2”	Noun
abdomen	“C2”	Noun
zeal	“C2”	Noun
yell	“C2”	Verb
yearly	“C2”	Adjective
wrinkle	“C2”	Noun
wrestle	“C2”	Verb
wreck	“C2”	Noun
worldly	“C2”	Adjective
wonderfully	“C2”	Adverb
withstand	“C2”	Verb
wildly	“C2”	Adverb
widower	“C2”	Noun
whine	“C2”	Verb
wed	“C2”	Verb
webpage	“C2”	Noun
weakly	“C2”	Adverb
watermelon	“C2”	Noun
washroom	“C2”	Noun
warmly	“C2”	Adverb
wagon	“C2”	Noun
wager	“C2”	Verb
vomit	“C2”	Verb
voltage	“C2”	Noun
vivid	“C2”	Adjective
visualise	“C2”	Verb
victorious	“C2”	Adjective
verification	“C2”	Noun
veranda	“C2”	Noun
vegetation	“C2”	Noun
vatican	“C2”	Noun
vat	“C2”	Noun
vase	“C2”	Noun
valve	“C2”	Noun
vain	“C2”	Adjective
utopia	“C2”	Noun
utensil	“C2”	Noun
usable	“C2”	Adjective
urgently	“C2”	Adverb
urgency	“C2”	Noun
uranium	“C2”	Noun
upright	“C2”	Adjective
upload	“C2”	Verb
uphill	“C2”	Adjective
unthinkable	“C2”	Adjective
unsuitable	“C2”	Adjective
unrest	“C2”	Noun
unreasonable	“C2”	Adjective
unnecessarily	“C2”	Adverb
unmarried	“C2”	Adjective
unlucky	“C2”	Adjective
unified	“C2”	Adjective
unification	“C2”	Noun
unhealthy	“C2”	Adjective
unfaithfulness	“C2”	Noun
unfaithful	“C2”	Adjective
uneven	“C2”	Adjective
unequivocally	“C2”	Adverb
uneasy	“C2”	Adjective
undress	“C2”	Verb
undoubted	“C2”	Adjective
underwater	“C2”	Adjective
undertaking	“C2”	Noun
unchanged	“C2”	Adjective
ukrainian	“C2”	Adjective
Turk	“C2”	Noun
tumour	“C2”	Noun
tumble	“C2”	Verb
tub	“C2”	Noun
truce	“C2”	Noun
trifle	“C2”	Noun
tributary	“C2”	Noun
tribune	“C2”	Noun
trendy	“C2”	Adjective
treatise	“C2”	Noun
trash	“C2”	Noun
transplant	“C2”	Noun
translator	“C2”	Noun
transcribe	“C2”	Verb
tranquil	“C2”	Adjective
tram	“C2”	Noun
trajectory	“C2”	Noun
traitor	“C2”	Noun
trafficking	“C2”	Noun
touching	“C2”	Adjective
tomb	“C2”	Noun
toll	“C2”	Noun
tiredness	“C2”	Noun
tighten	“C2”	Verb
thrill	“C2”	Noun
thoughtful	“C2”	Adjective
thorn	“C2”	Noun
thirtieth	“C2”	Number
thinker	“C2”	Noun
theology	“C2”	Noun
thence	“C2”	Adverb
thankful	“C2”	Adjective
textbook	“C2”	Noun
testimonial	“C2”	Noun
terrain	“C2”	Noun
terminology	“C2”	Noun
termination	“C2”	Noun
tenderness	“C2”	Noun
temper	“C2”	Noun
telescope	“C2”	Noun
tangible	“C2”	Adjective
tact	“C2”	Noun
taboo	“C2”	Noun
synthesis	“C2”	Noun
symbolise	“C2”	Verb
Swiss	“C2”	Adjective
sweetness	“C2”	Noun
swede	“C2”	Noun
sweaty	“C2”	Adjective
swamp	“C2”	Noun
susceptible	“C2”	Adjective
surveillance	“C2”	Noun
surcharge	“C2”	Noun
supposed	“C2”	Adjective
supernatural	“C2”	Adjective
superfluous	“C2”	Adjective
summons	“C2”	Noun
summertime	“C2”	Noun
suffice	“C2”	Verb
sufferer	“C2”	Noun
subdue	“C2”	Verb
stupidity	“C2”	Noun
stubborn	“C2”	Adjective
stroll	“C2”	Verb
stroll	“C2”	Noun
straddle	“C2”	Verb
stipulate	“C2”	Verb
stigma	“C2”	Noun
stately	“C2”	Adjective
starvation	“C2”	Noun
standpoint	“C2”	Noun
stab	“C2”	Verb
sprinkle	“C2”	Verb
sprain	“C2”	Verb
sporty	“C2”	Adjective
spirits	“C2”	Noun
sperm	“C2”	noun
speedy	“C2”	Adjective
speck	“C2”	Noun
specialisation	“C2”	Noun
sparrow	“C2”	noun
sovereign	“C2”	Adjective
southwest	“C2”	Adjective
southeast	“C2”	Adjective
solitude	“C2”	Noun
solitary	“C2”	Adjective
solemn	“C2”	Adjective
soccer	“C2”	noun
sober	“C2”	Adjective
so-so	“C2”	Adjective
slippery	“C2”	Adjective
slander	“C2”	Noun
slab	“C2”	Noun
skeleton	“C2”	Noun
sixtieth	“C2”	Number
sincerity	“C2”	Noun
simplification	“C2”	Noun
sidewalk	“C2”	Noun
side-effect	“C2”	Noun
sibling	“C2”	Noun
sexy	“C2”	Adjective
setback	“C2”	Noun
scar	“C2”	Noun
risky	“C2”	Adjective
ripe	“C2”	Adjective
reassure	“C2”	Verb
ballot	“C2”	Noun
baggage	“C2”	Noun
alphabet	“C2”	Noun
accentuate	“C2”	Verb
abnormal	“C2”	Adjective
abbreviation	“C2”	Noun
fasten	“C2”	Verb
fashionable	“C2”	Adjective
pat	“C2”	Verb
obedient	“C2”	Adjective
patiently	“C2”	Adverb
novice	“C2”	Noun
nibble	“C2”	Verb
monarchy	“C2”	Noun
mock	“C2”	Verb
moist	“C2”	Adjective
messy	“C2”	Adjective
man-made	“C2”	Adjective
loser	“C2”	Noun
lengthen	“C2”	Verb
kneel	“C2”	Verb
legality	“C2”	Noun
leading	“C2”	Adjective
justifiable	“C2”	Adjective
irregular	“C2”	Adjective
iraq	“C2”	Noun
insult	“C2”	Noun
injured	“C2”	Adjective
inconvenient	“C2”	Adjective
imaginary	“C2”	Adjective
hostility	“C2”	Noun
hostile	“C2”	Adjective
honesty	“C2”	Noun
fifteenth	“C2”	Number
exhausted	“C2”	Adjective
cynical	“C2”	Adjective
curiously	“C2”	Adverb
cunning	“C2”	Adjective
culprit	“C2”	Noun
culinary	“C2”	Adjective
cube	“C2”	Noun
crust	“C2”	Noun
crumb	“C2”	Noun
cruelty	“C2”	Noun
